PDBCode,Pose/decoy,Pose name,Label,MB_pred,MB_prob,MO_pred,MO_prob
2cer,decoy,2cer_decoy_1_pose_1,0,0,0.4664623819829642,0,0.10467102871683025
5vom,decoy,5vom_decoy_4_pose_4,0,0,0.33655683386115604,0,0.030379861868411483
6ei5,decoy,6ei5_decoy_8_pose_1,0,0,0.42972803928836184,0,0.05884678298800436
4avh,decoy,4avh_decoy_8_pose_4,0,0,0.3721768396948775,0,0.012977099236641221
6ge9,decoy,6ge9_decoy_1_pose_4,0,0,0.2036968638058805,0,0.0069974554707379144
2h15,decoy,2h15_decoy_2_pose_5,0,0,0.3233316772055031,0,0.012722646310432571
2ya8,decoy,2ya8_decoy_2_pose_1,0,0,0.39979460093896707,0,0.041857506361323155
1ezq,decoy,1ezq_decoy_1_pose_1,0,0,0.31181766963901325,0,0.023945837877135587
3uex,decoy,3uex_decoy_6_pose_3,0,0,0.37323943661971826,0,0.04598644570018615
1vfn,decoy,1vfn_decoy_7_pose_4,0,0,0.4942781690140846,0,0.11245001817520901
6hmg,pose,6hmg_pose_1,0,0,0.2997320429063087,0,0.21272719011268623
6hmg,pose,6hmg_pose_2,0,0,0.22210504909913492,0,0.16910517387616628
6hmg,pose,6hmg_pose_3,0,0,0.29536379126764806,0,0.1967875318066158
6ex1,decoy,6ex1_decoy_7_pose_3,0,0,0.3704952897396119,0,0.010687022900763359
5sz7,pose,5sz7_pose_1,1,1,0.9432218309859155,1,0.948791348600509
4yxi,decoy,4yxi_decoy_8_pose_1,0,0,0.3259030264754046,0,0.0383587786259542
5sz7,pose,5sz7_pose_2,1,1,0.9917840375586853,1,0.9841603053435115
5sz7,pose,5sz7_pose_4,1,1,0.9983861502347419,1,0.9895038167938931
2gsr,decoy,2gsr_decoy_5_pose_2,0,0,0.2914913532888357,0,0.006361323155216285
5sz7,pose,5sz7_pose_7,1,1,0.9884096244131455,1,0.9904580152671756
5sz7,pose,5sz7_pose_8,1,1,0.9991197183098591,1,0.9954198473282443
5sz7,pose,5sz7_pose_10,0,0,0.20483254953839602,0,0.09945474372955289
2ovv,decoy,2ovv_decoy_5_pose_5,0,0,0.3285769559267238,0,0.04026717557251908
5sz7,pose,5sz7_pose_11,0,0,0.20550223359372746,0,0.10218102508178845
6hmg,pose,6hmg_pose_15,1,1,0.5914748299009318,0,0.29764631043257
5sz7,pose,5sz7_pose_12,0,0,0.04345095109234292,0,0.051235914213013455
1txr,decoy,1txr_decoy_3_pose_1,0,0,0.35168249527948986,0,0.020960559796437662
1j0x,decoy,1j0x_decoy_9_pose_5,0,0,0.31035085802228796,0,0.02480916030534351
3bxd,decoy,3bxd_decoy_1_pose_1,0,0,0.45745305164319255,0,0.08431479462013812
5th4,decoy,5th4_decoy_1_pose_5,0,0,0.39709911534287073,0,0.0
2wn9,decoy,2wn9_decoy_2_pose_1,0,0,0.21591063985571707,0,0.014549254816430388
2q55,decoy,2q55_decoy_4_pose_5,0,0,0.3735328638497653,0,0.04774627408215194
2wcv,decoy,2wcv_decoy_10_pose_4,0,0,0.34708798456701484,0,0.055216284987277355
6ge9,decoy,6ge9_decoy_10_pose_2,0,0,0.11797069517230094,0,0.004770992366412214
2f34,decoy,2f34_decoy_4_pose_1,0,0,0.17798673394150014,0,0.0019083969465648854
3gkz,decoy,3gkz_decoy_1_pose_1,0,0,0.4304577464788733,0,0.10007724463831334
2nt7,decoy,2nt7_decoy_4_pose_3,0,0,0.31612302095728717,0,0.015839694656488552
1n5r,decoy,1n5r_decoy_6_pose_2,0,0,0.413683646457321,0,0.052231006906579426
6pyz,decoy,6pyz_decoy_7_pose_2,0,0,0.21203552406641063,0,0.01049618320610687
1gpn,decoy,1gpn_decoy_4_pose_4,0,0,0.42292129972819364,0,0.09502756573367262
6pyz,decoy,6pyz_decoy_8_pose_3,0,0,0.2840482602838727,0,0.00737913486005089
2ihj,decoy,2ihj_decoy_4_pose_4,0,0,0.36399647887323944,0,0.04140312613595057
5n69,pose,5n69_pose_1,1,1,0.5112969483568075,0,0.48266993820428933
5n69,pose,5n69_pose_4,1,1,0.5241311437949229,0,0.43228825881497634
5n69,pose,5n69_pose_6,1,1,0.5291960093896714,1,0.5219329334787352
5n69,pose,5n69_pose_7,0,0,0.30775290642196723,0,0.2934720707621472
5nk4,decoy,5nk4_decoy_4_pose_1,0,0,0.29614690028230606,0,0.02873954925481643
5n69,pose,5n69_pose_10,0,0,0.3109541720017072,0,0.2420301708469647
5n69,pose,5n69_pose_11,0,0,0.34844483568075113,0,0.27096510359869136
2v7t,decoy,2v7t_decoy_7_pose_3,0,0,0.3088643449779479,0,0.04234823700472555
1pu7,decoy,1pu7_decoy_2_pose_3,0,0,0.41129559826873185,0,0.02814885496183206
2qi3,decoy,2qi3_decoy_2_pose_3,0,0,0.23377121354723268,0,0.02697201017811705
3uex,decoy,3uex_decoy_1_pose_5,0,0,0.34960524809455534,0,0.04878226099600144
3ozg,decoy,3ozg_decoy_2_pose_2,0,0,0.34731384799214293,0,0.009905488913122502
4kfq,decoy,4kfq_decoy_10_pose_1,0,0,0.21314449898702928,0,0.016857506361323153
1ogg,decoy,1ogg_decoy_4_pose_2,0,0,0.33583552597637095,0,0.02853507815339876
5exl,decoy,5exl_decoy_2_pose_1,0,0,0.3306213040733041,0,0.011877499091239549
4cwp,decoy,4cwp_decoy_4_pose_5,0,0,0.229554139786245,0,0.0
3kmx,decoy,3kmx_decoy_5_pose_4,0,0,0.22421589474577827,0,0.0
5f8y,decoy,5f8y_decoy_8_pose_4,0,0,0.15260494229538873,0,0.026653944020356236
2h15,decoy,2h15_decoy_8_pose_4,0,0,0.29665562565397957,0,0.01975645219920029
5m7u,decoy,5m7u_decoy_1_pose_3,0,0,0.36795774647887325,0,0.07409123954925481
5ul5,pose,5ul5_pose_1,1,0,0.4429525777197571,0,0.15714285714285714
5ul5,pose,5ul5_pose_2,1,0,0.4286763868502962,0,0.16361323155216284
5ul5,pose,5ul5_pose_3,1,0,0.476508599979569,0,0.1477280988731371
5ul5,pose,5ul5_pose_4,1,0,0.4286091642980504,0,0.15276263177026533
5ul5,pose,5ul5_pose_5,1,0,0.43643373964344384,0,0.16907488186114145
5ul5,pose,5ul5_pose_8,0,0,0.2976067724792193,0,0.052071973827699014
5ul5,pose,5ul5_pose_9,0,0,0.3357660419348169,0,0.038804071246819345
5o2d,decoy,5o2d_decoy_2_pose_4,0,0,0.491050469483568,0,0.14726311644250575
5ul5,pose,5ul5_pose_15,0,0,0.3222130107588737,0,0.0735641584878226
4o0y,decoy,4o0y_decoy_10_pose_5,0,0,0.30873980121430156,0,0.03206106870229008
1ke5,decoy,1ke5_decoy_1_pose_5,0,0,0.2802531281594258,0,0.03665030897855326
5d21,decoy,5d21_decoy_2_pose_1,0,0,0.15135398048996418,0,0.0
2p16,decoy,2p16_decoy_8_pose_4,0,0,0.2748521040774562,0,0.00820610687022901
4fl3,decoy,4fl3_decoy_1_pose_1,0,0,0.30645481992834195,0,0.022646310432569972
4kyk,pose,4kyk_pose_1,0,0,0.4062654435384235,0,0.1782745668241852
1o2o,decoy,1o2o_decoy_1_pose_3,0,0,0.2968650588679825,0,0.01717557251908397
4kyk,pose,4kyk_pose_2,0,0,0.38298513669737716,0,0.14767357324609232
4kyk,pose,4kyk_pose_3,0,0,0.42724549048678023,0,0.14836877499091236
4kyk,pose,4kyk_pose_13,1,0,0.4119289466500417,0,0.09411426148067371
5nih,decoy,5nih_decoy_5_pose_4,0,0,0.30823552425665107,0,0.07314612868047982
4kyk,pose,4kyk_pose_15,1,0,0.3587165563663102,0,0.06705883175348823
6mjw,pose,6mjw_pose_3,0,0,0.429563372239834,0,0.05188719253604749
6mjw,pose,6mjw_pose_5,1,1,0.505669656235284,0,0.08585059978189749
6mjw,pose,6mjw_pose_6,1,0,0.4128327148323065,0,0.09147582697201019
6mjw,pose,6mjw_pose_7,0,0,0.40058593992144387,0,0.0792651157154974
6mjw,pose,6mjw_pose_8,0,0,0.3606980681905641,0,0.08027989821882953
5kcb,decoy,5kcb_decoy_2_pose_4,0,0,0.3290204783418791,0,0.03330304131830849
4h3g,decoy,4h3g_decoy_1_pose_3,0,0,0.2668148142786822,0,0.021628498727735368
5nya,decoy,5nya_decoy_7_pose_4,0,0,0.18590196278321822,0,0.031497637222828063
5anv,decoy,5anv_decoy_1_pose_2,0,0,0.3854339836835218,0,0.07051072337331879
3jvs,decoy,3jvs_decoy_10_pose_3,0,0,0.24805987583088115,0,0.013994910941475827
5dey,decoy,5dey_decoy_9_pose_1,0,0,0.4504107981220655,0,0.12750969344480795
4u54,decoy,4u54_decoy_10_pose_5,0,0,0.21348147188135688,0,0.016848418756815704
1opb,pose,1opb_pose_1,1,1,0.5853056200942359,0,0.2874954561977463
1opb,pose,1opb_pose_2,1,1,0.5713124961892567,0,0.21907942566339517
1opb,pose,1opb_pose_4,1,1,0.6397117172733369,0,0.31438567793529626
1opb,pose,1opb_pose_8,0,0,0.3873180350450904,0,0.09940021810250818
1opb,pose,1opb_pose_12,0,0,0.45349178403755874,0,0.1633254574094269
1opb,pose,1opb_pose_14,0,0,0.4186257249378626,0,0.19286925966315283
1q8t,decoy,1q8t_decoy_10_pose_5,0,0,0.37008530652514116,0,0.03321519447473646
4z1k,decoy,4z1k_decoy_8_pose_2,0,0,0.23331594052977808,0,0.029498364231188658
5f25,decoy,5f25_decoy_5_pose_3,0,0,0.33996181905259676,0,0.04299345692475464
3g3r,decoy,3g3r_decoy_5_pose_4,0,0,0.2692821552985194,0,0.01581243184296619
2wcv,decoy,2wcv_decoy_6_pose_3,0,0,0.2897537859555016,0,0.006997455470737913
5o2d,decoy,5o2d_decoy_8_pose_3,0,1,0.5529636150234741,0,0.21941718163092208
1q54,decoy,1q54_decoy_6_pose_5,0,0,0.38820113677327067,0,0.046055979643765906
1pxn,decoy,1pxn_decoy_8_pose_5,0,0,0.17613609014322154,0,0.03134617714770386
5ul5,decoy,5ul5_decoy_4_pose_5,0,0,0.47946009389671346,0,0.08221555797891675
3nj4,decoy,3nj4_decoy_9_pose_1,0,0,0.40602433320296816,0,0.005057251908396947
5n6s,decoy,5n6s_decoy_10_pose_2,0,0,0.36923926719087535,0,0.05248091603053435
1n5r,decoy,1n5r_decoy_5_pose_2,0,0,0.43672565473019537,0,0.051113231552162845
6e8z,decoy,6e8z_decoy_1_pose_4,0,0,0.38057511737089206,0,0.09123954925481642
2nt7,decoy,2nt7_decoy_5_pose_4,0,0,0.3766552747859706,0,0.050295347146492184
2r38,decoy,2r38_decoy_7_pose_1,0,0,0.46024061032863844,0,0.04720101781170484
4r43,decoy,4r43_decoy_1_pose_1,0,0,0.34001765809240353,0,0.009223918575063612
1gj6,decoy,1gj6_decoy_5_pose_1,0,0,0.16107088416343351,0,0.003816793893129771
6gjj,decoy,6gjj_decoy_4_pose_1,0,0,0.14615445853589856,0,0.00604325699745547
4qsu,decoy,4qsu_decoy_5_pose_5,0,0,0.14055711594465845,0,0.07824427480916031
1vg0,decoy,1vg0_decoy_6_pose_3,0,0,0.2533370541816049,0,0.01870229007633588
1msn,decoy,1msn_decoy_5_pose_4,0,0,0.4583333333333332,0,0.09408396946564886
2qwb,decoy,2qwb_decoy_8_pose_5,0,0,0.09814275729647949,0,0.004325699745547073
1i1e,decoy,1i1e_decoy_4_pose_5,0,0,0.229341375136124,0,0.003271537622682661
4m13,decoy,4m13_decoy_6_pose_4,0,1,0.5107100938967137,0,0.08224130619168786
3.00E+92,decoy,3e92_decoy_6_pose_4,0,0,0.3437321632879785,0,0.0
1ccw,decoy,1ccw_decoy_10_pose_1,0,0,0.22027128065780713,0,0.021469465648854963
1txr,decoy,1txr_decoy_10_pose_2,0,0,0.2763349393406017,0,0.016809039137283415
5vom,decoy,5vom_decoy_1_pose_2,0,0,0.25450563125055964,0,0.02094692838967648
3f16,decoy,3f16_decoy_5_pose_3,0,0,0.43846562691825014,0,0.013931297709923665
2cer,decoy,2cer_decoy_9_pose_1,0,0,0.4210590128242268,0,0.04882315521628498
5v1b,decoy,5v1b_decoy_2_pose_4,0,0,0.25047022761306453,0,0.05025899672846239
6mjf,decoy,6mjf_decoy_5_pose_1,0,0,0.3269437024445524,0,0.09335696110505272
1yc5,decoy,1yc5_decoy_4_pose_3,0,0,0.32188967136150237,0,0.131084151217739
1ywr,decoy,1ywr_decoy_10_pose_5,0,0,0.29003062851362843,0,0.03148854961832061
1ogg,decoy,1ogg_decoy_2_pose_2,0,0,0.3804284037558686,0,0.21430994789773417
6mu7,decoy,6mu7_decoy_7_pose_3,0,0,0.2622968285512563,0,0.05625227190112686
6pyz,pose,6pyz_pose_1,0,0,0.3979868080180002,0,0.16346934448079486
6pyz,pose,6pyz_pose_3,0,0,0.34517383117333317,0,0.1087150127226463
6pyz,pose,6pyz_pose_8,0,0,0.17639988392485376,0,0.03263358778625954
6pyz,pose,6pyz_pose_10,0,0,0.2536523929380884,0,0.04214376590330789
6pyz,pose,6pyz_pose_11,0,0,0.20512660702497706,0,0.049182115594329334
5v1b,decoy,5v1b_decoy_4_pose_1,0,0,0.3468071565732628,0,0.08334242093784078
5fho,decoy,5fho_decoy_3_pose_1,0,1,0.6009389671361501,0,0.21623624467135924
1lgt,decoy,1lgt_decoy_6_pose_1,0,0,0.4546195652173914,0,0.04721919302071974
1uml,decoy,1uml_decoy_2_pose_1,0,0,0.44033172308089735,0,0.06291348600508904
6dj2,decoy,6dj2_decoy_9_pose_4,0,0,0.20787333137576464,0,0.02930752453653217
5sz0,decoy,5sz0_decoy_4_pose_2,0,0,0.4517149191444965,0,0.07162849872773537
5d21,decoy,5d21_decoy_9_pose_4,0,0,0.2936311863443391,0,0.01431297709923664
2vvt,decoy,2vvt_decoy_8_pose_3,0,0,0.4253988436793602,0,0.04668302435478008
5nze,decoy,5nze_decoy_10_pose_2,0,0,0.3622474465226979,0,0.08790742760208409
3jup,decoy,3jup_decoy_4_pose_1,0,0,0.26858207807642137,0,0.05308069792802618
2c1q,decoy,2c1q_decoy_4_pose_1,0,0,0.3964771838994838,0,0.01717557251908397
3l3m,pose,3l3m_pose_1,1,1,0.6835061293688056,0,0.31647734157276136
3l3m,pose,3l3m_pose_2,0,0,0.3878064781531885,0,0.10087241003271535
3l3m,pose,3l3m_pose_4,0,0,0.3807642246320617,0,0.08655943293347873
3l3m,pose,3l3m_pose_5,0,0,0.441167840375587,0,0.19845056343147946
2i4u,decoy,2i4u_decoy_6_pose_5,0,0,0.2695644101013616,0,0.01321337695383497
1g7v,decoy,1g7v_decoy_6_pose_1,0,0,0.3236544364203275,0,0.06098388464800678
3zsx,pose,3zsx_pose_1,0,0,0.34785798122065736,0,0.08684114867320973
2o4l,decoy,2o4l_decoy_7_pose_3,0,0,0.45892018779342714,0,0.09487651873148058
3zsx,pose,3zsx_pose_2,0,0,0.34997116758522145,0,0.15851508542348236
3zsx,pose,3zsx_pose_3,0,0,0.289084805969743,0,0.12093784078516902
3zsx,pose,3zsx_pose_5,0,0,0.37934232468718804,0,0.09188779837634799
1g7v,decoy,1g7v_decoy_4_pose_1,0,0,0.44100386394397223,0,0.03837241003271537
3hy9,decoy,3hy9_decoy_1_pose_4,0,0,0.2635459181839498,0,0.013904034896401308
4b5t,decoy,4b5t_decoy_6_pose_5,0,0,0.25598689139555175,0,0.006361323155216285
2q63,decoy,2q63_decoy_9_pose_3,0,0,0.3878731079002752,0,0.015458015267175572
2zfs,decoy,2zfs_decoy_9_pose_2,0,0,0.33308903402390233,0,0.020356234096692113
4m0f,decoy,4m0f_decoy_2_pose_5,0,0,0.48267149191444964,0,0.06538985823336968
4m13,decoy,4m13_decoy_4_pose_5,0,0,0.35392027432210504,0,0.0299618320610687
6g37,decoy,6g37_decoy_2_pose_3,0,0,0.4756520320137705,0,0.02849872773536896
5flq,decoy,5flq_decoy_1_pose_3,0,0,0.41471590722817553,0,0.02613595056343148
1gj6,decoy,1gj6_decoy_3_pose_2,0,0,0.10050027485087554,0,0.0
2p16,decoy,2p16_decoy_2_pose_5,0,0,0.4263534273129833,0,0.1657760814249364
1b8y,pose,1b8y_pose_1,1,1,0.726525821596244,1,0.5419479693334656
1b8y,pose,1b8y_pose_2,1,1,0.6894072769953051,0,0.43899945474372953
1b8y,pose,1b8y_pose_3,1,1,0.6992370892018778,1,0.526258633224282
1b8y,pose,1b8y_pose_4,1,1,0.6719483568075115,0,0.4772855325336241
4dsy,pose,4dsy_pose_1,0,0,0.09566346956914014,0,0.03305161759360232
4dsy,pose,4dsy_pose_2,0,0,0.09685394575961635,0,0.03686841148673209
1b8y,pose,1b8y_pose_7,1,0,0.3655036278275714,0,0.18721374045801528
4dsy,pose,4dsy_pose_3,0,0,0.138343421271779,0,0.05245971162001697
1b8y,pose,1b8y_pose_13,0,0,0.40440695437376345,0,0.18139312977099237
1b8y,pose,1b8y_pose_14,0,0,0.36617381886950107,0,0.1765948745910578
1b8y,pose,1b8y_pose_15,0,0,0.4054930676957923,0,0.15353053435114503
3rz0,pose,3rz0_pose_1,1,1,0.986649061032864,1,0.9755089058524173
3rz0,pose,3rz0_pose_3,1,1,0.9856220657276996,1,0.8861959287531805
3rz0,pose,3rz0_pose_4,1,1,0.935592723004695,1,0.8401399491094148
1dgm,decoy,1dgm_decoy_6_pose_1,0,0,0.34655341961679986,0,0.03520537986186841
3rz0,pose,3rz0_pose_10,1,1,0.9810739436619719,1,0.9521992002908034
3rz0,pose,3rz0_pose_12,1,1,0.9501173708920189,1,0.8388222464558341
3rz0,pose,3rz0_pose_20,0,0,0.26984760424420384,0,0.05251726644856416
5u0y,decoy,5u0y_decoy_3_pose_4,0,0,0.16711172393601206,0,0.04982733551435842
1jqy,decoy,1jqy_decoy_9_pose_5,0,0,0.2559511183027106,0,0.029271174118502365
3oyq,decoy,3oyq_decoy_10_pose_3,0,0,0.4420980654540323,0,0.06358142493638676
2cht,pose,2cht_pose_3,1,0,0.4082357538017199,0,0.0668484187568157
3g34,decoy,3g34_decoy_2_pose_5,0,0,0.14312262505043505,0,0.003816793893129771
2cht,pose,2cht_pose_14,0,0,0.3578077617001763,0,0.031806615776081425
5u0g,pose,5u0g_pose_2,0,1,0.5399337061995206,0,0.034281473403610804
5u0g,pose,5u0g_pose_6,0,0,0.11695359549458798,0,0.0031806615776081423
5u0g,pose,5u0g_pose_7,0,0,0.141476143861174,0,0.008651399491094149
5u0g,pose,5u0g_pose_8,0,0,0.14371674637658302,0,0.007633587786259542
3zsx,decoy,3zsx_decoy_10_pose_1,0,0,0.24341791277564098,0,0.013040712468193383
1jzn,pose,1jzn_pose_1,0,0,0.21958121480718454,0,0.13377408215194475
1jzn,pose,1jzn_pose_4,0,0,0.20619633892829037,0,0.09547285835453774
1jzn,pose,1jzn_pose_5,0,0,0.17613968937614194,0,0.14782503332121658
3dx1,decoy,3dx1_decoy_4_pose_1,0,0,0.4727194413356701,0,0.07051526717557252
1lcp,decoy,1lcp_decoy_4_pose_2,0,0,0.33860511398467197,0,0.014885496183206108
5nya,pose,5nya_pose_1,1,1,0.9159330985915493,1,0.8565370168423603
5nya,pose,5nya_pose_2,1,1,0.9457159624413145,1,0.9023203683509027
5nya,pose,5nya_pose_3,1,1,0.9932511737089201,1,0.9841875681570339
5nya,pose,5nya_pose_4,1,1,0.9920774647887324,1,0.9788440567066521
5nya,pose,5nya_pose_5,1,1,0.985181924882629,1,0.982279171210469
3gbe,decoy,3gbe_decoy_6_pose_3,0,0,0.42163731629565754,0,0.028207924391130495
3b7j,decoy,3b7j_decoy_7_pose_2,0,0,0.25306248643028006,0,0.020265358051617596
3gy3,decoy,3gy3_decoy_6_pose_4,0,0,0.2318675916975956,0,0.0
1f7k,decoy,1f7k_decoy_2_pose_5,0,0,0.22894846881634504,0,0.0138676844783715
1gpn,decoy,1gpn_decoy_2_pose_4,0,0,0.33874842190397275,0,0.06490821519447473
3f7h,decoy,3f7h_decoy_6_pose_2,0,0,0.40353694242127736,0,0.03785896037804435
4zqo,decoy,4zqo_decoy_9_pose_3,0,0,0.2996612356281107,0,0.07344601962922574
5o2d,decoy,5o2d_decoy_10_pose_2,0,0,0.39673176969230156,0,0.021310432569974554
6mjw,decoy,6mjw_decoy_3_pose_1,0,0,0.36414744819350503,0,0.06922937113776807
4z1k,decoy,4z1k_decoy_6_pose_2,0,0,0.42117811032863844,0,0.03879498364231189
4ufk,decoy,4ufk_decoy_7_pose_1,0,0,0.257147406276486,0,0.025954198473282446
1afk,decoy,1afk_decoy_5_pose_3,0,0,0.31792840375586856,0,0.034605597964376594
5o4f,decoy,5o4f_decoy_9_pose_1,0,0,0.2088107729400374,0,0.017584514721919305
4kfq,decoy,4kfq_decoy_8_pose_3,0,0,0.3157122155377249,0,0.06482642675390766
1e1x,decoy,1e1x_decoy_7_pose_2,0,0,0.4534843307814368,0,0.03645946928389676
2xys,decoy,2xys_decoy_3_pose_5,0,0,0.2602523053065706,0,0.04347509996364959
4nl1,decoy,4nl1_decoy_7_pose_4,0,0,0.29091396565903377,0,0.03447837150127227
3r6u,pose,3r6u_pose_1,0,0,0.2968544834760061,0,0.4039440203562341
3r6u,pose,3r6u_pose_2,0,0,0.37838832992424953,0,0.43152490003635047
3r6u,pose,3r6u_pose_3,0,0,0.3719472777317171,0,0.4318429661941113
3r6u,pose,3r6u_pose_6,0,0,0.11642374008245959,0,0.02531806615776081
3r6u,pose,3r6u_pose_8,0,0,0.11829999393449987,0,0.021501272264631045
3r6u,pose,3r6u_pose_9,0,0,0.13714958504155744,0,0.03549618320610687
3r6u,pose,3r6u_pose_13,0,0,0.34799688021931935,0,0.37340966921119595
4r43,decoy,4r43_decoy_6_pose_4,0,0,0.30742543496271746,0,0.014790076335877863
3r6u,pose,3r6u_pose_16,0,0,0.32172627269050263,0,0.3454471101417667
4q4r,pose,4q4r_pose_2,1,1,0.8196889671361502,0,0.43704107597237374
4q4r,pose,4q4r_pose_5,1,1,0.7944248826291079,0,0.3699654671028716
4q4r,pose,4q4r_pose_6,0,1,0.5332600795892815,0,0.1551708469647401
4q4r,pose,4q4r_pose_9,0,0,0.23591549295774644,0,0.08325154489276627
4q4r,pose,4q4r_pose_10,0,0,0.4429284037558687,0,0.07420029080334425
4jz1,decoy,4jz1_decoy_4_pose_1,0,0,0.3992423109447534,0,0.05401672119229372
1m0o,decoy,1m0o_decoy_5_pose_4,0,0,0.3195422535211267,0,0.0957167090754877
4ha5,decoy,4ha5_decoy_1_pose_5,0,0,0.16490190637570004,0,0.007442748091603053
3n2v,decoy,3n2v_decoy_7_pose_1,0,0,0.3871311489090052,0,0.04058524173027989
5fd0,decoy,5fd0_decoy_8_pose_2,0,0,0.3025855983157487,0,0.02194656488549618
3eax,decoy,3eax_decoy_2_pose_1,0,0,0.27696332912001925,0,0.030007270083605958
5o4f,pose,5o4f_pose_1,1,1,0.6701618117253771,0,0.4395719738276989
5o4f,pose,5o4f_pose_4,0,0,0.25333346909701016,0,0.10562977099236641
5o4f,pose,5o4f_pose_5,0,0,0.3276944666004175,0,0.14344329334787348
5o4f,pose,5o4f_pose_9,0,0,0.29476639402702826,0,0.09798255179934569
2y7x,decoy,2y7x_decoy_8_pose_2,0,0,0.30823310889757066,0,0.03740458015267176
6e8z,decoy,6e8z_decoy_6_pose_4,0,0,0.3440629206282683,0,0.03424663758633224
5mgf,decoy,5mgf_decoy_4_pose_1,0,0,0.21529757422660148,0,0.0057251908396946565
5n49,decoy,5n49_decoy_1_pose_1,0,0,0.33233898553992236,0,0.02035623409669211
6guk,decoy,6guk_decoy_4_pose_1,0,0,0.16269387745858746,0,0.0012722646310432569
5sz7,decoy,5sz7_decoy_5_pose_1,0,0,0.17490412075921677,0,0.006149279050042409
4qsu,decoy,4qsu_decoy_9_pose_4,0,0,0.2523785559656041,0,0.010178117048346055
4dsy,decoy,4dsy_decoy_5_pose_2,0,0,0.21242493878806426,0,0.007633587786259542
3f19,decoy,3f19_decoy_6_pose_2,0,0,0.3997079296187646,0,0.03129165152065916
2vh0,decoy,2vh0_decoy_8_pose_3,0,0,0.344302349897576,0,0.1056615776081425
6dak,decoy,6dak_decoy_1_pose_4,0,0,0.16315366716723254,0,0.04672846237731734
2h15,decoy,2h15_decoy_3_pose_2,0,0,0.25532480856509515,0,0.004134860050890586
3gz8,decoy,3gz8_decoy_10_pose_2,0,0,0.36327566850377624,0,0.03976735732460923
5nih,decoy,5nih_decoy_4_pose_5,0,0,0.33790902039339926,0,0.009033078880407124
2jke,decoy,2jke_decoy_9_pose_3,0,0,0.43895584341460614,0,0.00551314673452078
1jys,decoy,1jys_decoy_6_pose_2,0,0,0.36891923087792966,0,0.016603053435114503
7std,decoy,7std_decoy_1_pose_1,0,0,0.3492712772778086,0,0.026208651399491096
1ccw,decoy,1ccw_decoy_7_pose_4,0,0,0.3381198306885579,0,0.02172846237731734
