PDBCode,Pose/decoy,Pose name,Label,SB_pred,SB_prob,SO_pred,SO_prob
5kcb,decoy,5kcb_decoy_2_pose_1,0,1,0.626687703193727,0,0.019060384391389844
4h3g,decoy,4h3g_decoy_1_pose_1,0,1,0.7180220883534136,0,0.029438755767905413
5nya,decoy,5nya_decoy_7_pose_1,0,0,0.4525839287887481,0,0.0056452554510066305
5anv,decoy,5anv_decoy_1_pose_1,0,1,0.7295515394912984,0,0.03245248976347817
3jvs,decoy,3jvs_decoy_10_pose_1,0,1,0.6557149231848027,0,0.004708847823341768
5dey,decoy,5dey_decoy_9_pose_1,0,1,0.7744358385924648,0,0.09496049562665647
4u54,decoy,4u54_decoy_10_pose_1,0,0,0.36082185886402757,0,0.012150990023111556
1opb,pose,1opb_pose_1,1,1,0.5973345764008418,0,0.37037092317193876
1q8t,decoy,1q8t_decoy_10_pose_1,0,0,0.404309300694843,0,0.03589386499864038
4z1k,decoy,4z1k_decoy_8_pose_1,0,1,0.6953098106712564,0,0.018466825504891062
5f25,decoy,5f25_decoy_5_pose_1,0,1,0.7464668196595907,0,0.023859102687549764
3g3r,decoy,3g3r_decoy_5_pose_1,0,0,0.28781793842034803,0,0.005182986947025792
2wcv,decoy,2wcv_decoy_6_pose_1,0,0,0.21522786673389085,0,5.842835571397889e-05
5o2d,decoy,5o2d_decoy_8_pose_1,0,1,0.6586233824185632,0,0.138535449988064
1q54,decoy,1q54_decoy_6_pose_1,0,1,0.5953743545611017,0,0.010872285162351824
5ul5,decoy,5ul5_decoy_4_pose_1,0,1,0.6986294383884746,0,0.06181766914487021
1pxn,decoy,1pxn_decoy_8_pose_1,0,0,0.2769060368457959,0,0.04883717359630763
3nj4,decoy,3nj4_decoy_9_pose_1,0,0,0.44593692229234416,0,9.413009883810272e-05
5n6s,decoy,5n6s_decoy_10_pose_1,0,1,0.6809069611780454,0,0.0663230796392118
1n5r,decoy,1n5r_decoy_5_pose_1,0,1,0.6417112896028561,0,0.005331205476887497
6e8z,decoy,6e8z_decoy_1_pose_1,0,1,0.7256287052973801,0,0.042827753158804535
2nt7,decoy,2nt7_decoy_5_pose_1,0,1,0.7467847580799388,0,0.039865371229122246
2r38,decoy,2r38_decoy_7_pose_1,0,1,0.8687416331994645,0,0.12931875849585225
4r43,decoy,4r43_decoy_1_pose_1,0,1,0.5025315547905908,0,0.0009289577763851321
1gj6,decoy,1gj6_decoy_5_pose_1,0,0,0.18550631095811818,0,0.005048719810511463
6gjj,decoy,6gjj_decoy_4_pose_1,0,0,0.283017785427424,0,0.027526344589199978
4qsu,decoy,4qsu_decoy_5_pose_1,0,0,0.13101931535666475,0,0.040719192975573096
1vg0,decoy,1vg0_decoy_6_pose_1,0,0,0.47524622298718694,0,0.0027123358126737006
1msn,decoy,1msn_decoy_5_pose_1,0,1,0.8557117358322177,0,0.04548474838195813
2qwb,decoy,2qwb_decoy_8_pose_1,0,0,0.3356060606060607,0,0.014278242716469294
1i1e,decoy,1i1e_decoy_4_pose_1,0,1,0.7008167590998916,0,0.018960250708157385
4m13,decoy,4m13_decoy_6_pose_1,0,1,0.598242175049404,0,0.05681456923437479
3.00E+92,decoy,3e92_decoy_6_pose_1,0,0,0.29604847963281705,0,0.009603426006001827
1txr,decoy,1txr_decoy_10_pose_1,0,0,0.24460779626442283,0,0.015633810251008396
1ccw,decoy,1ccw_decoy_10_pose_1,0,0,0.3801659741418779,0,0.005638639492923602
5vom,decoy,5vom_decoy_1_pose_1,0,1,0.7319301013578121,0,0.03350894300265022
3f16,decoy,3f16_decoy_5_pose_1,0,1,0.7597433746530133,0,0.0234168564270231
2cer,decoy,2cer_decoy_9_pose_1,0,1,0.5594321731369922,0,0.05855891838988805
5v1b,decoy,5v1b_decoy_2_pose_1,0,0,0.48772072416650725,0,0.06666551044795567
6mjf,decoy,6mjf_decoy_5_pose_1,0,1,0.6326807228915664,0,0.059587057270058606
1yc5,decoy,1yc5_decoy_4_pose_1,0,1,0.7243944030088607,0,0.1328894000522039
1ywr,decoy,1ywr_decoy_10_pose_1,0,1,0.6990047491553514,0,0.09409509045130836
1ogg,decoy,1ogg_decoy_2_pose_1,0,1,0.8269140052272584,0,0.25047325644912694
6mu7,decoy,6mu7_decoy_7_pose_1,0,1,0.740417224453369,0,0.1582016311777991
6pyz,pose,6pyz_pose_1,0,1,0.5252175368139222,0,0.1392058432083397
5v1b,decoy,5v1b_decoy_4_pose_1,0,1,0.566268247593549,0,0.027302012864670978
5fho,decoy,5fho_decoy_3_pose_1,0,1,0.7646474788041054,0,0.20731550369283838
1lgt,decoy,1lgt_decoy_6_pose_1,0,1,0.7128187352584946,0,0.024972669886842422
6dj2,decoy,6dj2_decoy_9_pose_1,0,1,0.5897449103774404,0,0.015540324886227017
1uml,decoy,1uml_decoy_2_pose_1,0,1,0.7486557340473002,0,0.02445396531874473
5sz0,decoy,5sz0_decoy_4_pose_1,0,1,0.625513960604322,0,0.022079679563831285
5d21,decoy,5d21_decoy_9_pose_1,0,0,0.27709170013386875,0,0.0053515883439574285
2vvt,decoy,2vvt_decoy_8_pose_1,0,1,0.7350305985848153,0,0.039765096025353976
5nze,decoy,5nze_decoy_10_pose_1,0,1,0.6973839803659079,0,0.01898408402166855
3jup,decoy,3jup_decoy_4_pose_1,0,0,0.3419415758271179,0,0.08760854428810756
2c1q,decoy,2c1q_decoy_4_pose_1,0,0,0.4718230063109581,0,0.00808343997703471
3l3m,pose,3l3m_pose_1,1,1,0.6056559571619813,0,0.19219840103250857
2i4u,decoy,2i4u_decoy_6_pose_1,0,1,0.7496007840887358,0,0.010729324615100132
1g7v,decoy,1g7v_decoy_6_pose_1,0,1,0.6631071906674317,0,0.07923789943640758
2o4l,decoy,2o4l_decoy_7_pose_1,0,1,0.7952460636195576,0,0.0231857699727857
3zsx,pose,3zsx_pose_1,0,0,0.44733334492370636,0,0.0464848951423993
1g7v,decoy,1g7v_decoy_4_pose_1,0,1,0.6948611907949259,0,0.05050781756747857
4b5t,decoy,4b5t_decoy_6_pose_1,0,0,0.45380729266271425,0,0.0027999113993612663
3hy9,decoy,3hy9_decoy_1_pose_1,0,0,0.37378062031676496,0,0.024606806402144302
2q63,decoy,2q63_decoy_9_pose_1,0,1,0.8412419519347228,0,0.0246600244126979
1qft,decoy,1qft_decoy_6_pose_1,0,1,0.5277227959456874,0,0.0001670806813418897
4m0f,decoy,4m0f_decoy_2_pose_1,0,1,0.7940452285331805,0,0.036588143665148926
2zfs,decoy,2zfs_decoy_9_pose_1,0,1,0.6576847070822976,0,0.01511496663856353
4m13,decoy,4m13_decoy_4_pose_1,0,0,0.29210731816153507,0,0.024594940392217015
6g37,decoy,6g37_decoy_2_pose_1,0,1,0.6932938101612801,0,0.08348273338760467
5flq,decoy,5flq_decoy_1_pose_1,0,1,0.6840257856824126,0,0.017601927414018972
2p16,decoy,2p16_decoy_2_pose_1,0,1,0.7758924587237841,0,0.07477638475994508
1gj6,decoy,1gj6_decoy_3_pose_1,0,0,0.13424332249633456,0,0.0005473371938138016
1b8y,pose,1b8y_pose_1,1,1,0.8539674571301078,1,0.5481220657276996
4dsy,pose,4dsy_pose_1,0,0,0.1705815324791228,0,0.05400216431095855
3rz0,pose,3rz0_pose_1,1,1,0.9926180914132722,1,0.9753521126760564
1dgm,decoy,1dgm_decoy_6_pose_1,0,1,0.7034232166762286,0,0.046773981996655785
1jqy,decoy,1jqy_decoy_9_pose_1,0,1,0.7337197998342578,0,0.02347356550559545
5u0y,decoy,5u0y_decoy_3_pose_1,0,0,0.32011617900172107,0,0.006623422526821325
3oyq,decoy,3oyq_decoy_10_pose_1,0,1,0.7180173073245362,0,0.035397538847412265
2cht,pose,2cht_pose_1,1,1,0.558430547587174,0,0.06530322548759562
3g34,decoy,3g34_decoy_2_pose_1,0,1,0.6026295658825779,0,0.02482202747287945
5u0g,pose,5u0g_pose_1,0,1,0.6125414355836043,0,0.05076635372162624
3zsx,decoy,3zsx_decoy_10_pose_1,0,0,0.351444305359968,0,0.009563816746008948
1jzn,pose,1jzn_pose_1,0,0,0.4603676611206731,0,0.44894366197183094
3dx1,decoy,3dx1_decoy_4_pose_1,0,1,0.5277793714540703,0,0.029762345237280153
1lcp,decoy,1lcp_decoy_4_pose_1,0,1,0.5909272008669598,0,0.005855894419494455
5nya,pose,5nya_pose_1,1,1,0.9401176133103845,1,0.9611208920187795
3gbe,decoy,3gbe_decoy_6_pose_1,0,1,0.5253944348823866,0,0.000705219949947016
3b7j,decoy,3b7j_decoy_7_pose_1,0,0,0.231787467329636,0,0.01996711589931145
3gy3,decoy,3gy3_decoy_6_pose_1,0,1,0.5072081978708486,0,0.005528002051295853
1f7k,decoy,1f7k_decoy_2_pose_1,0,0,0.3072719449225472,0,0.006962855989717501
1gpn,decoy,1gpn_decoy_2_pose_1,0,1,0.66822607891885,0,0.046535181788249495
3f7h,decoy,3f7h_decoy_6_pose_1,0,1,0.7745107413782115,0,0.03652472749873426
4zqo,decoy,4zqo_decoy_9_pose_1,0,1,0.5937001976158601,0,0.0771028913648574
5o2d,decoy,5o2d_decoy_10_pose_1,0,0,0.19465879390578184,0,0.00293866188893558
6mjw,decoy,6mjw_decoy_3_pose_1,0,1,0.7196803085357303,0,0.07994024413669629
4z1k,decoy,4z1k_decoy_6_pose_1,0,1,0.6975545037292026,0,0.0394483891530508
4ufk,decoy,4ufk_decoy_7_pose_1,0,1,0.7676802447886785,0,0.04570893987095162
1afk,decoy,1afk_decoy_5_pose_1,0,1,0.7257091859501497,0,0.07420732987582428
5o4f,decoy,5o4f_decoy_9_pose_1,0,0,0.37415933575572136,0,0.002472751990332516
4kfq,decoy,4kfq_decoy_8_pose_1,0,0,0.3080321285140562,0,0.01856845724371933
1e1x,decoy,1e1x_decoy_7_pose_1,0,0,0.43809922228596937,0,0.023846692464546945
2xys,decoy,2xys_decoy_3_pose_1,0,0,0.2524024670109007,0,0.010662583905386012
4nl1,decoy,4nl1_decoy_7_pose_1,0,1,0.5577516414865813,0,0.04630363615432599
3r6u,pose,3r6u_pose_1,0,0,0.3303698922674826,0,0.49054831964918116
4r43,decoy,4r43_decoy_6_pose_1,0,0,0.48541626824759354,0,0.005138190135979764
4q4r,pose,4q4r_pose_1,1,1,0.7858154841588575,0,0.3292941324923131
1m0o,decoy,1m0o_decoy_5_pose_1,0,1,0.6137231465544718,0,0.016145768154402558
4ha5,decoy,4ha5_decoy_1_pose_1,0,1,0.5320735322241344,0,0.028928199944274823
4jz1,decoy,4jz1_decoy_4_pose_1,0,1,0.7470070759227384,0,0.026071636431668946
3n2v,decoy,3n2v_decoy_7_pose_1,0,1,0.6313053802511631,0,0.016654477075822068
5fd0,decoy,5fd0_decoy_8_pose_1,0,1,0.5295427742716898,0,0.008817611551662918
3eax,decoy,3eax_decoy_2_pose_1,0,1,0.697397526614394,0,0.07960347051201762
5o4f,pose,5o4f_pose_1,1,1,0.6380219289857842,0,0.32092071531698413
2y7x,decoy,2y7x_decoy_8_pose_1,0,0,0.4432993880283036,0,0.009688594583635949
6e8z,decoy,6e8z_decoy_6_pose_1,0,1,0.6620720979154715,0,0.011097023430582317
5mgf,decoy,5mgf_decoy_4_pose_1,0,0,0.15403757888697647,0,0.007968377030474618
5n49,decoy,5n49_decoy_1_pose_1,0,0,0.3134323006310958,0,0.03564427567705071
6guk,decoy,6guk_decoy_4_pose_1,0,0,0.05893255561930261,0,0.0031915809950604918
5sz7,decoy,5sz7_decoy_5_pose_1,0,0,0.4144440677573206,0,0.022424188580111814
4qsu,decoy,4qsu_decoy_9_pose_1,0,0,0.03870720979154713,0,0.007128083305591117
4dsy,decoy,4dsy_decoy_5_pose_1,0,0,0.3562025881302989,0,0.0050599311441645155
2vh0,decoy,2vh0_decoy_8_pose_1,0,1,0.8506964365398098,0,0.059108866615667076
3f19,decoy,3f19_decoy_6_pose_1,0,1,0.5395566392554343,0,0.022373744485954982
6dak,decoy,6dak_decoy_1_pose_1,0,0,0.3758199464524766,0,0.016247857304377698
2h15,decoy,2h15_decoy_3_pose_1,0,0,0.30727274176069364,0,0.006591065499061712
3gz8,decoy,3gz8_decoy_10_pose_1,0,1,0.5927069750864932,0,0.020844359826320484
5nih,decoy,5nih_decoy_4_pose_1,0,0,0.4457974756167527,0,0.0034062826114076394
2jke,decoy,2jke_decoy_9_pose_1,0,0,0.38457422764651683,0,0.0039426286010939594
1jys,decoy,1jys_decoy_6_pose_1,0,0,0.19654092560719066,0,0.0026334735228374945
1ccw,decoy,1ccw_decoy_7_pose_1,0,0,0.35021826121223715,0,0.0005163192631233998
7std,decoy,7std_decoy_1_pose_1,0,1,0.5185105501370562,0,0.005390183780506074
5gub,decoy,5gub_decoy_9_pose_1,0,0,0.12106361955759545,0,0.003926143531815501
5uoo,pose,5uoo_pose_1,1,0,0.48224325874928275,0,0.2379896042924212
1jzn,decoy,1jzn_decoy_10_pose_1,0,0,0.41018837253777,0,0.007911284725892115
3oyq,decoy,3oyq_decoy_9_pose_1,0,1,0.627710843373494,0,0.018068695625613158
5lvd,decoy,5lvd_decoy_10_pose_1,0,1,0.6049985656913369,0,0.02697427575782139
4n6z,decoy,4n6z_decoy_9_pose_1,0,1,0.6834919041244343,0,0.1626158168368714
4fxp,decoy,4fxp_decoy_4_pose_1,0,0,0.38227194492254735,0,0.02198116934652269
6eya,decoy,6eya_decoy_5_pose_1,0,1,0.6626131510167654,0,0.03997305978920506
1m6p,decoy,1m6p_decoy_2_pose_1,0,1,0.5343668324090012,0,0.01792207493325969
6ex1,pose,6ex1_pose_1,1,1,0.9421575189647479,1,0.9329518779342725
4m0f,decoy,4m0f_decoy_8_pose_1,0,1,0.8291387773315486,0,0.22065727699530518
1nox,decoy,1nox_decoy_2_pose_1,0,1,0.6074257346847706,0,0.008400118094059519
4oc2,decoy,4oc2_decoy_8_pose_1,0,1,0.7495195065978197,0,0.062726102080969
4yxi,decoy,4yxi_decoy_4_pose_1,0,0,0.496488334289539,0,0.016128742244690575
3t08,decoy,3t08_decoy_9_pose_1,0,1,0.5153208070376745,0,0.019889272344466597
1jqy,decoy,1jqy_decoy_10_pose_1,0,1,0.8285379613692867,0,0.10129411708886794
1tox,decoy,1tox_decoy_2_pose_1,0,1,0.6529020845285906,0,0.007381997010058105
1opb,decoy,1opb_decoy_8_pose_1,0,0,0.32387283622223384,0,0.02248608043009247
6b4d,pose,6b4d_pose_1,1,1,0.6275937081659972,0,0.07734008335007925
3f7h,decoy,3f7h_decoy_4_pose_1,0,1,0.6789210231981317,0,0.057514998932701115
5wp5,decoy,5wp5_decoy_8_pose_1,0,1,0.674725887677695,0,0.01388502036406021
2i0a,decoy,2i0a_decoy_5_pose_1,0,1,0.9119310575635877,0,0.13445248402652496
5f8y,decoy,5f8y_decoy_7_pose_1,0,0,0.32612035443360743,0,0.0116176950408306
3aas,decoy,3aas_decoy_9_pose_1,0,1,0.5657104608911838,0,0.007763258911479716
5.00E+89,decoy,5e89_decoy_4_pose_1,0,1,0.7287557155027035,0,0.06407585987203013
2xd9,decoy,2xd9_decoy_5_pose_1,0,1,0.5728198508318988,0,0.07406800074060195
3ocz,decoy,3ocz_decoy_9_pose_1,0,1,0.6390131956397016,0,0.12982421141234335
3ocz,decoy,3ocz_decoy_7_pose_1,0,1,0.5082831325301205,0,0.06200737795747043
3muz,decoy,3muz_decoy_3_pose_1,0,0,0.4917464229211218,0,0.0019886674421800274
4tmn,decoy,4tmn_decoy_7_pose_1,0,1,0.8146187926308408,0,0.08998340615270363
1f3f,decoy,1f3f_decoy_1_pose_1,0,0,0.27235674298927315,0,0.0002435301683957962
6es0,decoy,6es0_decoy_3_pose_1,0,0,0.4590010836998789,0,0.012617414981990607
5exl,decoy,5exl_decoy_1_pose_1,0,1,0.7415375788869766,0,0.02376213489876649
5ylt,decoy,5ylt_decoy_5_pose_1,0,1,0.7933782750047811,0,0.0341745439346799
2fzh,decoy,2fzh_decoy_2_pose_1,0,1,0.7062344616561484,0,0.12187533924783017
3t08,pose,3t08_pose_1,0,0,0.3707400308303924,0,0.28198356807511743
4lzr,decoy,4lzr_decoy_5_pose_1,0,1,0.5793459552495699,0,0.014860712956037395
2qwb,decoy,2qwb_decoy_10_pose_1,0,0,0.11993623846033483,0,0.008743632876305883
6ei5,decoy,6ei5_decoy_6_pose_1,0,0,0.42142857142857154,0,0.1048119013790424
6hmg,decoy,6hmg_decoy_10_pose_1,0,1,0.5864625167336013,0,0.020664653823445924
2ael,decoy,2ael_decoy_3_pose_1,0,0,0.2889701663798049,0,0.15465131045026315
2ohv,pose,2ohv_pose_1,1,1,0.6671295571897983,0,0.3264144353085765
3s77,decoy,3s77_decoy_10_pose_1,0,0,0.4281887289417409,0,0.005393387946690031
4z0k,pose,4z0k_pose_1,1,1,0.8425941862688848,0,0.09728517732532596
1q54,decoy,1q54_decoy_9_pose_1,0,1,0.711283228150698,0,0.05084227072618561
4z84,decoy,4z84_decoy_7_pose_1,0,0,0.13696213425129086,0,0.00011275370005805433
6cpw,decoy,6cpw_decoy_7_pose_1,0,1,0.7651526741888187,0,0.04346198918280639
1drj,decoy,1drj_decoy_5_pose_1,0,1,0.7202022375215145,0,0.02865008975616512
2c1q,decoy,2c1q_decoy_1_pose_1,0,0,0.37556177089309617,0,0.041449240736047804
3f7h,decoy,3f7h_decoy_1_pose_1,0,1,0.8028518837253777,0,0.05045642029718595
5caq,decoy,5caq_decoy_4_pose_1,0,1,0.6627725186460126,0,0.05528334952312984
3alt,decoy,3alt_decoy_3_pose_1,0,1,0.5271610250525913,0,0.02203590678270904
1jys,decoy,1jys_decoy_9_pose_1,0,0,0.3664061005928476,0,0.03185004918110905
5sz7,decoy,5sz7_decoy_1_pose_1,0,0,0.46607860011474467,0,0.00968324216866824
2ymd,decoy,2ymd_decoy_5_pose_1,0,1,0.5524341956570872,0,0.014953326330718626
1ypg,decoy,1ypg_decoy_2_pose_1,0,1,0.7068121693121693,0,0.09665468657666583
1n5r,decoy,1n5r_decoy_7_pose_1,0,1,0.7537052973799961,0,0.0883050370614665
5uoo,decoy,5uoo_decoy_10_pose_1,0,1,0.8317221266016447,0,0.04972625855554321
6e8z,decoy,6e8z_decoy_9_pose_1,0,1,0.6188061770893093,0,0.013142075486726265
3c6k,pose,3c6k_pose_1,1,1,0.7654451137884875,1,0.5059557062633959
3a4v,pose,3a4v_pose_1,0,1,0.7380498183209024,1,0.6251467136150235
3f16,pose,3f16_pose_1,1,1,0.9064759036144578,1,0.5693282628896872
3hy9,decoy,3hy9_decoy_2_pose_1,0,1,0.5917479441575826,0,0.043310270650226246
2ihj,decoy,2ihj_decoy_8_pose_1,0,1,0.6598329827245492,0,0.03524110766292672
3ug2,decoy,3ug2_decoy_7_pose_1,0,1,0.5600545037292026,0,0.03365723603512281
6hsh,decoy,6hsh_decoy_5_pose_1,0,1,0.7465473003123606,0,0.05717350140813838
5lvd,decoy,5lvd_decoy_7_pose_1,0,1,0.7710699942627655,0,0.01343883270574836
4hdp,decoy,4hdp_decoy_10_pose_1,0,1,0.871724995218971,0,0.0806356213796216
1elc,decoy,1elc_decoy_4_pose_1,0,1,0.8105118888251419,0,0.03220444365589154
1pyn,decoy,1pyn_decoy_8_pose_1,0,1,0.7749019889080129,0,0.044186656157949665
4xtv,decoy,4xtv_decoy_4_pose_1,0,1,0.6905064703257473,0,0.039092671089085436
3f15,decoy,3f15_decoy_9_pose_1,0,0,0.2388187671320202,0,0.015147232027000041
5anv,decoy,5anv_decoy_10_pose_1,0,1,0.7480342002932364,0,0.027916488684916505
3zlr,decoy,3zlr_decoy_4_pose_1,0,1,0.7252318799005547,0,0.007747382832321742
1rdt,decoy,1rdt_decoy_6_pose_1,0,1,0.8630362720724168,0,0.0966842723004695
6b4d,decoy,6b4d_decoy_2_pose_1,0,1,0.7573364888123922,0,0.012949162532836006
1o2q,decoy,1o2q_decoy_8_pose_1,0,1,0.6178475807993881,0,0.01889895147217772
1ke5,decoy,1ke5_decoy_2_pose_1,0,1,0.5516861095174348,0,0.2051820386386717
4ykk,decoy,4ykk_decoy_3_pose_1,0,1,0.6555292598967297,0,0.137618649199815
1n5r,decoy,1n5r_decoy_1_pose_1,0,1,0.5927878179384201,0,0.04270267540391949
